"cim10","c_type","cma","lib_long","libelle","parent","type"
T256,0,3,Corrosion du second degré de la cheville et du pied,,T25,Pas de restriction particulière (valeur par défaut).
T257,0,3,Corrosion du troisième degré de la cheville et du pied,,T25,Pas de restriction particulière (valeur par défaut).
T26,3,0,Brûlure et corrosion limitées à l oeil et ses annexes,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T260,0,1,Brûlure de la paupière et de la région périoculaire,,T26,Pas de restriction particulière (valeur par défaut).
T261,0,1,Brûlure de la cornée et du sac conjonctival,,T26,Pas de restriction particulière (valeur par défaut).
T262,0,1,Brûlure provoquant la rupture et la destruction du globe oculaire,,T26,Pas de restriction particulière (valeur par défaut).
T263,0,1,Brûlure d autres parties de l oeil et de ses annexes,,T26,Pas de restriction particulière (valeur par défaut).
T264,0,1,"Brûlure de l oeil et de ses annexes, partie non précisée",,T26,Pas de restriction particulière (valeur par défaut).
T265,0,1,Corrosion de la paupière et de la région périoculaire,,T26,Pas de restriction particulière (valeur par défaut).
T266,0,1,Corrosion de la cornée et du sac conjonctival,,T26,Pas de restriction particulière (valeur par défaut).
T267,0,1,Corrosion provoquant la rupture et la destruction du globe oculaire,,T26,Pas de restriction particulière (valeur par défaut).
T268,0,1,Corrosion d autres parties de l oeil et de ses annexes,,T26,Pas de restriction particulière (valeur par défaut).
T269,0,1,"Corrosion de l oeil et de ses annexes, partie non précisée",,T26,Pas de restriction particulière (valeur par défaut).
T27,3,0,Brûlure et corrosion des voies respiratoires,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T270,0,1,Brûlure du larynx et de la trachée,,T27,Pas de restriction particulière (valeur par défaut).
T271,0,1,Brûlure comprenant le larynx et la trachée avec les poumons,,T27,Pas de restriction particulière (valeur par défaut).
T272,0,1,Brûlure d autres parties des voies respiratoires,,T27,Pas de restriction particulière (valeur par défaut).
T273,0,1,"Brûlure des voies respiratoires, partie non précisée",,T27,Pas de restriction particulière (valeur par défaut).
T274,0,1,Corrosion du larynx et de la trachée,,T27,Pas de restriction particulière (valeur par défaut).
T275,0,1,Corrosion comprenant la larynx et la trachée avec les poumons,,T27,Pas de restriction particulière (valeur par défaut).
T276,0,1,Corrosion d autres parties des voies respiratoires,,T27,Pas de restriction particulière (valeur par défaut).
T277,0,1,"Corrosion des voies respiratoires, partie non précisée",,T27,Pas de restriction particulière (valeur par défaut).
T28,3,0,Brûlure et corrosion d autres organes internes,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T280,0,2,Brûlure de la bouche et du pharynx,,T28,Pas de restriction particulière (valeur par défaut).
T281,0,2,Brûlure de l oesophage,,T28,Pas de restriction particulière (valeur par défaut).
T282,0,2,Brûlure d autres parties des voies digestives,,T28,Pas de restriction particulière (valeur par défaut).
T283,0,2,Brûlure des organes génito-urinaires internes,,T28,Pas de restriction particulière (valeur par défaut).
T284,0,2,"Brûlure des organes internes, autres et sans précision",,T28,Pas de restriction particulière (valeur par défaut).
T285,0,4,Corrosion de la bouche et du pharynx,,T28,Pas de restriction particulière (valeur par défaut).
T286,0,4,Corrosion de l oesophage,,T28,Pas de restriction particulière (valeur par défaut).
T287,0,4,Corrosion d autres parties des voies digestives,,T28,Pas de restriction particulière (valeur par défaut).
T288,0,4,Corrosion des organes génito-urinaires internes,,T28,Pas de restriction particulière (valeur par défaut).
T289,0,4,"Corrosion des organes internes, autres et sans précision",,T28,Pas de restriction particulière (valeur par défaut).
T29,3,0,Brûlures et corrosions de parties multiples du corps,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T290,0,1,"Brûlures de parties multiples du corps, degré non précisé",,T29,Pas de restriction particulière (valeur par défaut).
T291,0,1,"Brûlures de parties multiples du corps, pas de brûlures mentionnées dépassant le premier degré",,T29,Pas de restriction particulière (valeur par défaut).
T292,0,1,"Brûlures de parties multiples du corps, pas de brûlures mentionnées dépassant le second degré",,T29,Pas de restriction particulière (valeur par défaut).
T293,0,1,"Brûlures de parties multiples du corps, au moins une brûlure du troisième degré mentionnée",,T29,Pas de restriction particulière (valeur par défaut).
T294,0,1,"Corrosions de parties multiples du corps, (degré non précisé)",,T29,Pas de restriction particulière (valeur par défaut).
T295,0,1,"Corrosions de parties multiples du corps, pas de corrosions mentionnées dépassant le premier degré",,T29,Pas de restriction particulière (valeur par défaut).
T296,0,1,"Corrosions de parties multiples du corps, pas de corrosions mentionnées dépassant le second degré",,T29,Pas de restriction particulière (valeur par défaut).
T297,0,1,"Corrosions de parties multiples du corps, au moins une corrosion du troisième degré mentionnée",,T29,Pas de restriction particulière (valeur par défaut).
T30,3,0,"Brûlure et corrosion, partie du corps non précisée",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T300,0,1,"Brûlure, (partie du corps non précisée, degré non précisé)",,T30,Pas de restriction particulière (valeur par défaut).
T301,0,1,"Brûlure du premier degré, (partie du corps non précisée)",,T30,Pas de restriction particulière (valeur par défaut).
T302,0,1,"Brûlure du second degré, (partie du corps non précisée)",,T30,Pas de restriction particulière (valeur par défaut).
T303,0,1,"Brûlure du troisième degré, (partie du corps non précisée)",,T30,Pas de restriction particulière (valeur par défaut).
T304,0,1,"Corrosion, (partie du corps non précisée, degré non précisé)",,T30,Pas de restriction particulière (valeur par défaut).
T305,0,1,"Corrosion du premier degré, (partie du corps non précisée)",,T30,Pas de restriction particulière (valeur par défaut).
T306,0,1,"Corrosion du second degré, (partie du corps non précisée)",,T30,Pas de restriction particulière (valeur par défaut).
T307,0,1,"Corrosion du troisième degré, (partie du corps non précisée)",,T30,Pas de restriction particulière (valeur par défaut).
T31,3,0,Brûlures classées selon l étendue de la surface du corps atteinte,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T310,0,1,Brûlures couvrant moins de 10% de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T311,0,1,Brûlures couvrant entre 10 et moins de 20% de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T312,0,1,Brûlures couvrant entre 20 et moins de 30% de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T313,3,0,Brûlures couvrant entre 30 et moins de 40% de la surface du corps,,T31,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T3130,0,1,"Brûlures couvrant entre 30 et moins de 40% de la surface du corps, premier degré ou degré non précisé",,T313,Pas de restriction particulière (valeur par défaut).
T3131,0,2,"Brûlures couvrant entre 30 et moins de 40% de la surface du corps, second degré et plus",,T313,Pas de restriction particulière (valeur par défaut).
T314,3,0,Brûlures couvrant entre 40 et moins de 50% de la surface du corps,,T31,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T3140,0,1,"Brûlures couvrant entre 40 et moins de 50% de la surface du corps, premier degré et degré non précisé",,T314,Pas de restriction particulière (valeur par défaut).
T3141,0,3,"Brûlures couvrant entre 40 et moins de 50% de la surface du corps, second degré et plus",,T314,Pas de restriction particulière (valeur par défaut).
T315,3,0,Brûlures couvrant entre 50 et moins de 60% de la surface du corps,,T31,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T3150,0,1,"Brûlures couvrant entre 50 et moins de 60% de la surface du corps, premier degré ou degré non précisé",,T315,Pas de restriction particulière (valeur par défaut).
T3151,0,3,"Brûlures couvrant entre 50 et moins de 60% de la surface du corps, second degré et plus",,T315,Pas de restriction particulière (valeur par défaut).
T316,0,3,Brûlures couvrant entre 60 et moins de 70% de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T317,0,3,Brûlures couvrant entre 70 et moins de 80% de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T318,0,3,Brûlures couvrant entre 80 et moins de 90% de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T319,0,3,Brûlures couvrant 90% ou plus de la surface du corps,,T31,Pas de restriction particulière (valeur par défaut).
T32,3,0,Corrosions classées selon l étendue de la surface du corps atteinte,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T320,0,1,Corrosions couvrant moins de 10% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T321,0,1,Corrosions couvrant entre 10 et moins de 20% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T322,0,1,Corrosions couvrant entre 20 et moins de 30% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T323,0,1,Corrosions couvrant entre 30 et moins de 40% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T324,0,2,Corrosions couvrant entre 40 et moins de 50% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T325,0,2,Corrosions couvrant entre 50 et moins de 60% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T326,0,3,Corrosions couvrant entre 60 et moins de 70% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T327,0,3,Corrosions couvrant entre 70 et moins de 80% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T328,0,3,Corrosions couvrant entre 80 et moins de 90% de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T329,0,3,Corrosions couvrant 90% ou plus de la surface du corps,,T32,Pas de restriction particulière (valeur par défaut).
T33,3,0,Gelure superficielle,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T330,0,1,Gelure superficielle de la tête,,T33,Pas de restriction particulière (valeur par défaut).
T331,0,1,Gelure superficielle du cou,,T33,Pas de restriction particulière (valeur par défaut).
T332,0,1,Gelure superficielle du thorax,,T33,Pas de restriction particulière (valeur par défaut).
T333,0,1,"Gelure superficielle de la paroi abdominale, des lombes et du bassin",,T33,Pas de restriction particulière (valeur par défaut).
T334,0,1,Gelure superficielle du bras et de l avant-bras,,T33,Pas de restriction particulière (valeur par défaut).
T335,0,1,Gelure superficielle du poignet et de la main,,T33,Pas de restriction particulière (valeur par défaut).
T336,0,1,Gelure superficielle de la hanche et de la cuisse,,T33,Pas de restriction particulière (valeur par défaut).
T337,0,1,Gelure superficielle du genou et de la jambe,,T33,Pas de restriction particulière (valeur par défaut).
T338,0,1,Gelure superficielle de la cheville et du pied,,T33,Pas de restriction particulière (valeur par défaut).
T339,0,1,Gelure superficielle de localisations autres et non précisées,,T33,Pas de restriction particulière (valeur par défaut).
T34,3,0,Gelure avec nécrose des tissus,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T340,0,4,"Gelure de la tête, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T341,0,4,"Gelure du cou, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T342,0,4,"Gelure du thorax, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T343,0,4,"Gelure de la paroi abdominale, des lombes et du bassin, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T344,0,4,"Gelure du bras et de l avant-bras, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T345,0,4,"Gelure du poignet et de la main, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T346,0,4,"Gelure de la hanche et de la cuisse, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T347,0,4,"Gelure du genou et de la jambe, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T348,0,4,"Gelure de la cheville et du pied, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T349,0,4,"Gelure de localisations autres et non précisées, avec nécrose des tissus",,T34,Pas de restriction particulière (valeur par défaut).
T35,3,0,Gelure de parties multiples du corps et sans précision,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T350,0,1,Gelure superficielle de parties multiples du corps,,T35,Pas de restriction particulière (valeur par défaut).
T351,0,1,"Gelure de parties multiples du corps, avec nécrose des tissus",,T35,Pas de restriction particulière (valeur par défaut).
T352,0,1,"Gelure de la tête et du cou, sans précision",,T35,Pas de restriction particulière (valeur par défaut).
T353,0,1,"Gelure du thorax, de l abdomen, des lombes et du bassin, sans précision",,T35,Pas de restriction particulière (valeur par défaut).
T354,0,1,"Gelure du membre supérieur, sans précision",,T35,Pas de restriction particulière (valeur par défaut).
T355,0,1,"Gelure du membre inférieur, sans précision",,T35,Pas de restriction particulière (valeur par défaut).
T356,0,1,"Gelure de parties multiples du corps, sans précision",,T35,Pas de restriction particulière (valeur par défaut).
T36,3,0,Intoxication par antibiotiques systémiques,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T360,0,1,Intoxication par pénicillines,,T36,Pas de restriction particulière (valeur par défaut).
T361,0,1,Intoxication par céphalosporines et autres bêtalactamines,,T36,Pas de restriction particulière (valeur par défaut).
T362,0,1,Intoxication par groupe du chloramphénicol,,T36,Pas de restriction particulière (valeur par défaut).
T363,0,1,Intoxication par macrolides,,T36,Pas de restriction particulière (valeur par défaut).
T364,0,1,Intoxication par tétracyclines,,T36,Pas de restriction particulière (valeur par défaut).
T365,0,1,Intoxication par aminosides,,T36,Pas de restriction particulière (valeur par défaut).
T366,0,1,Intoxication par rifamycines,,T36,Pas de restriction particulière (valeur par défaut).
T367,0,1,Intoxication par antibiotiques antifongiques administrés par voie générale,,T36,Pas de restriction particulière (valeur par défaut).
T368,0,1,Intoxication par autres antibiotiques systémiques,,T36,Pas de restriction particulière (valeur par défaut).
T369,0,1,"Intoxication par antibiotique systémique, sans précision",,T36,Pas de restriction particulière (valeur par défaut).
T37,3,0,Intoxication par d autres anti-infectieux et antiparasitaires systémiques,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T370,0,1,Intoxication par sulfamides,,T37,Pas de restriction particulière (valeur par défaut).
T371,0,1,Intoxication par antimycobactériens,,T37,Pas de restriction particulière (valeur par défaut).
T372,0,1,Intoxication par antipaludiques et médicaments agissant sur d autres protozoaires du sang,,T37,Pas de restriction particulière (valeur par défaut).
T373,0,1,Intoxication par autres antiprotozoaires,,T37,Pas de restriction particulière (valeur par défaut).
T374,0,1,Intoxication par anthelminthiques,,T37,Pas de restriction particulière (valeur par défaut).
T375,0,1,Intoxication par antiviraux,,T37,Pas de restriction particulière (valeur par défaut).
T378,0,1,Intoxication par autres anti-infectieux et antiparasitaires systémiques précisés,,T37,Pas de restriction particulière (valeur par défaut).
T379,0,1,"Intoxication par anti-infectieux et anti-parasitaire systémiques, sans précision",,T37,Pas de restriction particulière (valeur par défaut).
T38,3,0,"Intoxication par hormones et leurs substituts synthétiques et antagonistes, non classés ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T380,0,1,Intoxication par glucocorticoïdes et analogues synthétiques,,T38,Pas de restriction particulière (valeur par défaut).
T381,0,1,Intoxication par hormones thyroïdiennes et leurs dérivés,,T38,Pas de restriction particulière (valeur par défaut).
T382,0,1,Intoxication par antithyroïdiens,,T38,Pas de restriction particulière (valeur par défaut).
T383,0,1,Intoxication par insuline et hypoglycémiants oraux [antidiabétiques],,T38,Pas de restriction particulière (valeur par défaut).
T384,0,1,Intoxication par contraceptifs oraux,,T38,Pas de restriction particulière (valeur par défaut).
T385,0,1,Intoxication par autres oestrogènes et progestatifs,,T38,Pas de restriction particulière (valeur par défaut).
T386,0,1,"Intoxication par antigonadotropines, anti-oestrogènes, anti-androgènes, non classés ailleurs",,T38,Pas de restriction particulière (valeur par défaut).
T387,0,1,Intoxication par androgènes et autres anabolisants,,T38,Pas de restriction particulière (valeur par défaut).
T388,0,1,"Intoxication par hormones et leurs substituts synthétiques, autres et sans précision",,T38,Pas de restriction particulière (valeur par défaut).
T389,0,1,"Intoxication par antagonistes hormonaux, autres et sans précision",,T38,Pas de restriction particulière (valeur par défaut).
T39,3,0,"Intoxication par analgésiques non opioïdes, antipyrétiques et antirhumatisants",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T390,0,1,Intoxication par salicylés,,T39,Pas de restriction particulière (valeur par défaut).
T391,0,1,Intoxication par dérivés du 4-aminophénol,,T39,Pas de restriction particulière (valeur par défaut).
T392,0,1,Intoxication par dérivés pyrazolés,,T39,Pas de restriction particulière (valeur par défaut).
T393,0,1,Intoxication par autres anti-inflammatoires non stéroïdiens [AINS],,T39,Pas de restriction particulière (valeur par défaut).
T394,0,1,"Intoxication par antirhumatismaux, non classés ailleurs",,T39,Pas de restriction particulière (valeur par défaut).
T398,0,1,"Intoxication par autres analgésiques non opioïdes et antipyrétiques, non classés ailleurs",,T39,Pas de restriction particulière (valeur par défaut).
T399,0,1,"Intoxication par analgésique non opioïde, antipyrétique et antirhumatismal, sans précision",,T39,Pas de restriction particulière (valeur par défaut).
T40,3,0,Intoxication par narcotiques et psychodysleptiques [hallucinogènes],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T400,0,1,Intoxication par opium,,T40,Pas de restriction particulière (valeur par défaut).
T401,0,1,Intoxication par héroïne,,T40,Pas de restriction particulière (valeur par défaut).
T402,0,1,Intoxication par autres opioïdes,,T40,Pas de restriction particulière (valeur par défaut).
T403,0,1,Intoxication par méthadone,,T40,Pas de restriction particulière (valeur par défaut).
T404,0,1,Intoxication par autres narcotiques synthétiques,,T40,Pas de restriction particulière (valeur par défaut).
T405,0,1,Intoxication par cocaïne,,T40,Pas de restriction particulière (valeur par défaut).
T406,0,1,"Intoxication par narcotiques, autres et sans précision",,T40,Pas de restriction particulière (valeur par défaut).
T407,0,1,Intoxication par cannabis (dérivés),,T40,Pas de restriction particulière (valeur par défaut).
T408,0,1,Intoxication par lysergide [LSD],,T40,Pas de restriction particulière (valeur par défaut).
T409,0,1,"Intoxication par psychodysleptiques [hallucinogènes], autres et sans précision",,T40,Pas de restriction particulière (valeur par défaut).
T41,3,0,Intoxication par anesthésiques et gaz thérapeutiques,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T410,0,1,Intoxication par anesthésiques gazeux,,T41,Pas de restriction particulière (valeur par défaut).
T411,0,1,Intoxication par anesthésiques intraveineux,,T41,Pas de restriction particulière (valeur par défaut).
T412,0,1,"Intoxication par anesthésiques généraux, autres et sans précision",,T41,Pas de restriction particulière (valeur par défaut).
T413,0,1,Intoxication par anesthésiques locaux,,T41,Pas de restriction particulière (valeur par défaut).
T414,0,1,"Intoxication par anesthésiques, sans précision",,T41,Pas de restriction particulière (valeur par défaut).
T415,0,1,Intoxication par gaz thérapeutiques,,T41,Pas de restriction particulière (valeur par défaut).
T42,3,0,"Intoxication par anti-épileptiques, sédatifs, hypnotiques et anti-parkinsoniens",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T420,0,1,Intoxication par dérivés de l hydantoïne,,T42,Pas de restriction particulière (valeur par défaut).
T421,0,1,Intoxication par iminostilbènes,,T42,Pas de restriction particulière (valeur par défaut).
T422,0,1,Intoxication par succinimides et oxazolidine-diones,,T42,Pas de restriction particulière (valeur par défaut).
T423,0,1,Intoxication par barbituriques,,T42,Pas de restriction particulière (valeur par défaut).
T424,0,1,Intoxication par benzodiazépines,,T42,Pas de restriction particulière (valeur par défaut).
T425,0,1,"Intoxication par anti-épileptiques en association, non classés ailleurs",,T42,Pas de restriction particulière (valeur par défaut).
T426,0,1,"Intoxication par autres anti-épileptiques, sédatifs et hypnotiques",,T42,Pas de restriction particulière (valeur par défaut).
T427,0,1,"Intoxication par anti-épileptiques, sédatifs et hypnotiques, sans précision",,T42,Pas de restriction particulière (valeur par défaut).
T428,0,1,Intoxication par antiparkinsoniens et autres dépresseurs centraux du tonus musculaire,,T42,Pas de restriction particulière (valeur par défaut).
T43,3,0,"Intoxication par médicaments psychotropes, non classés ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T430,0,1,Intoxication par antidépresseurs tricycliques et tétracycliques,,T43,Pas de restriction particulière (valeur par défaut).
T431,0,1,Intoxication par antidépresseurs inhibiteurs de la mono-amine-oxydase,,T43,Pas de restriction particulière (valeur par défaut).
T432,0,1,"Intoxication par antidépresseurs, autres et non précisés",,T43,Pas de restriction particulière (valeur par défaut).
T433,0,1,Intoxication par psycholeptiques et neuroleptiques dérivés de la phénothiazine,,T43,Pas de restriction particulière (valeur par défaut).
T434,0,1,Intoxication par neuroleptiques de type butyrophénone et thioxanthène,,T43,Pas de restriction particulière (valeur par défaut).
T435,0,1,"Intoxication par psycholeptiques et neuroleptiques, autres et non précisés",,T43,Pas de restriction particulière (valeur par défaut).
T436,0,1,Intoxication par psychostimulants présentant un risque d abus,,T43,Pas de restriction particulière (valeur par défaut).
T438,0,1,"Intoxication par autres médicaments psychotropes, non classés ailleurs",,T43,Pas de restriction particulière (valeur par défaut).
T439,0,1,"Intoxication par médicament psychotrope, sans précision",,T43,Pas de restriction particulière (valeur par défaut).
T44,3,0,Intoxication par médicaments agissant essentiellement sur le système nerveux autonome,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T440,0,1,Intoxication par anticholinestérasiques,,T44,Pas de restriction particulière (valeur par défaut).
T441,0,1,Intoxication par autres parasympathomimétiques [cholinergiques],,T44,Pas de restriction particulière (valeur par défaut).
T442,0,1,"Intoxication par ganglioplégiques, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T443,0,1,"Intoxication par autres agents parasympatholytiques [anticholinergiques et antimuscariniques] et spasmolytiques, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T444,0,1,"Intoxication par agents principalement alpha-sympathomimétiques, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T445,0,1,"Intoxication par agents principalement bêta-sympathomimétiques, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T446,0,1,"Intoxication par alpha-bloquants, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T447,0,1,"Intoxication par bêta-bloquants, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T448,0,1,"Intoxication par agents bloquants neuronaux adrénergiques et d action centrale, non classés ailleurs",,T44,Pas de restriction particulière (valeur par défaut).
T449,0,1,"Intoxication par médicaments agissant essentiellement sur le système nerveux autonome, autres et sans précision",,T44,Pas de restriction particulière (valeur par défaut).
T45,3,0,"Intoxication par substances essentiellement systémiques et hématologiques, non classées ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T450,0,1,Intoxication par médicaments antiallergiques et antiémétiques,,T45,Pas de restriction particulière (valeur par défaut).
T451,0,1,Intoxication par médicaments antitumoraux et immunosuppresseurs,,T45,Pas de restriction particulière (valeur par défaut).
T452,0,1,"Intoxication par vitamines, non classées ailleurs",,T45,Pas de restriction particulière (valeur par défaut).
T453,0,1,"Intoxication par enzymes, non classées ailleurs",,T45,Pas de restriction particulière (valeur par défaut).
T454,0,1,Intoxication par fer et ses composés,,T45,Pas de restriction particulière (valeur par défaut).
T455,0,1,Intoxication par anticoagulants,,T45,Pas de restriction particulière (valeur par défaut).
T456,0,1,Intoxication par médicaments agissant sur la fibrinolyse,,T45,Pas de restriction particulière (valeur par défaut).
T457,0,1,"Intoxication par antagonistes des anticoagulants, vitamine K et autres coagulants",,T45,Pas de restriction particulière (valeur par défaut).
T458,0,1,Intoxication par autres substances essentiellement systémiques et hématologiques,,T45,Pas de restriction particulière (valeur par défaut).
T459,0,1,"Intoxication par substance essentiellement systémique et hématologique, sans précision",,T45,Pas de restriction particulière (valeur par défaut).
T46,3,0,Intoxication par substances agissant essentiellement sur le système cardio-vasculaire,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T460,0,1,Intoxication par glucosides cardiotoniques et médicaments d action similaire,,T46,Pas de restriction particulière (valeur par défaut).
T461,0,1,Intoxication par inhibiteurs calciques,,T46,Pas de restriction particulière (valeur par défaut).
T462,0,1,"Intoxication par autres antiarythmisants, non classés ailleurs",,T46,Pas de restriction particulière (valeur par défaut).
T463,0,1,"Intoxication par vasodilatateurs coronariens, non classés ailleurs",,T46,Pas de restriction particulière (valeur par défaut).
T464,0,1,Intoxication par inhibiteurs de l enzyme de conversion,,T46,Pas de restriction particulière (valeur par défaut).
T465,0,1,"Intoxication par autres antihypertenseurs, non classés ailleurs",,T46,Pas de restriction particulière (valeur par défaut).
T466,0,1,Intoxication par antihyperlipidémiants et antiartériosclérosants,,T46,Pas de restriction particulière (valeur par défaut).
T467,0,1,Intoxication par vasodilatateurs périphériques,,T46,Pas de restriction particulière (valeur par défaut).
T468,0,1,"Intoxication par substances antivariqueuses, y compris les agents sclérosants",,T46,Pas de restriction particulière (valeur par défaut).
T469,0,1,"Intoxication par substances agissant essentiellement sur le système cardio-vasculaire, autres et sans précision",,T46,Pas de restriction particulière (valeur par défaut).
T47,3,0,Intoxication par substances agissant essentiellement sur le tractus gastro-intestinal,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T470,0,1,Intoxication par inhibiteurs des récepteurs histaminiques H2,,T47,Pas de restriction particulière (valeur par défaut).
T471,0,1,Intoxication par autres antiacides et antisécrétoires gastriques,,T47,Pas de restriction particulière (valeur par défaut).
T472,0,1,Intoxication par laxatifs stimulants,,T47,Pas de restriction particulière (valeur par défaut).
T473,0,1,Intoxication par laxatifs salins et osmotiques,,T47,Pas de restriction particulière (valeur par défaut).
T474,0,1,Intoxication par autres laxatifs,,T47,Pas de restriction particulière (valeur par défaut).
T475,0,1,Intoxication par médicaments facilitant la digestion,,T47,Pas de restriction particulière (valeur par défaut).
T476,0,1,Intoxication par antidiarrhéiques,,T47,Pas de restriction particulière (valeur par défaut).
T477,0,1,Intoxication par émétiques,,T47,Pas de restriction particulière (valeur par défaut).
T478,0,1,Intoxication par autres substances agissant essentiellement sur le tractus gastro-intestinal,,T47,Pas de restriction particulière (valeur par défaut).
T479,0,1,"Intoxication par substance agissant essentiellement sur le tractus gastro-intestinal, sans précision",,T47,Pas de restriction particulière (valeur par défaut).
T48,3,0,Intoxication par substances agissant essentiellement sur les muscles lisses et striés et l appareil respiratoire,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T480,0,1,Intoxication par ocytociques,,T48,Pas de restriction particulière (valeur par défaut).
T481,0,1,Intoxication par myorelaxants (muscles striés) [bloquants neuro-musculaires],,T48,Pas de restriction particulière (valeur par défaut).
T482,0,1,"Intoxication par substances agissant essentiellement sur les muscles, autres et sans précision",,T48,Pas de restriction particulière (valeur par défaut).
T483,0,1,Intoxication par antitussifs,,T48,Pas de restriction particulière (valeur par défaut).
T484,0,1,Intoxication par expectorants,,T48,Pas de restriction particulière (valeur par défaut).
T485,0,1,Intoxication par médicaments contre le coryza [rhume banal],,T48,Pas de restriction particulière (valeur par défaut).
T486,0,1,"Intoxication par antiasthmatiques, non classés ailleurs",,T48,Pas de restriction particulière (valeur par défaut).
T487,0,1,"Intoxication par substances agissant essentiellement sur l appareil respiratoire, autres et sans précision",,T48,Pas de restriction particulière (valeur par défaut).
T49,3,0,"Intoxication par substances à usage topique agissant essentiellement sur la peau et les muqueuses et par médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaire",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T490,0,1,"Intoxication par médicaments antifongiques, anti-infectieux et anti-inflammatoires à usage topique, non classés ailleurs",,T49,Pas de restriction particulière (valeur par défaut).
